ID,Survey Date,Monitor Initials,Transect Block,Species,Count,Mixed Flock,Sex,Age,Behavior,Notes,
25,4/14/2011,RBB,WILLOW,WESA,4,FALSE,U,U,unknown,,
1,4/16/2011,TRC,WALL OPEN,SEPL,2,FALSE,U,U,unknown,,
3,4/16/2011,TRC,WALLBORDER,SEPL,3,FALSE,U,U,unknown,,
65,5/11/2011,TRC,BOTTLELOG,BBPL,1,FALSE,U,U,unknown,,
59,5/11/2011,TRC,BUOYFARM,BBPL,10,FALSE,U,U,unknown,,
57,5/11/2011,TRC,SHSSTART,BBPL,5,FALSE,U,U,unknown,,
39,5/11/2011,TRC,MINBORDER,gull,2,FALSE,U,U,unknown,,
38,5/11/2011,TRC,MINOPEN,gull,12,FALSE,U,U,unknown,,
48,5/11/2011,TRC,PIXIE,OSPR,1,FALSE,U,U,flying,,
55,5/11/2011,TRC,BOB,peeps,100,FALSE,U,U,unknown,,
65,5/11/2011,TRC,BOTTLELOG,peeps,80,FALSE,U,U,unknown,,
42,5/11/2011,TRC,CHEST,peeps,300,FALSE,U,U,unknown,,
51,5/11/2011,TRC,CLUB,peeps,200,FALSE,U,U,unknown,,
52,5/11/2011,TRC,HOOF,peeps,100,FALSE,U,U,unknown,,
61,5/11/2011,TRC,MINIDUMP,peeps,50,FALSE,U,U,unknown,,
38,5/11/2011,TRC,MINOPEN,peeps,200,FALSE,U,U,unknown,,
62,5/11/2011,TRC,OJ,peeps,100,FALSE,U,U,unknown,,
50,5/11/2011,TRC,PILLOW,peeps,200,FALSE,U,U,unknown,,
48,5/11/2011,TRC,PIXIE,peeps,300,FALSE,U,U,unknown,,
60,5/11/2011,TRC,RUPAUL,peeps,400,FALSE,U,U,unknown,,
47,5/11/2011,TRC,SCAFFOLDING,peeps,50,FALSE,U,U,unknown,,
49,5/11/2011,TRC,SEADRAGON,peeps,100,FALSE,U,U,unknown,,
57,5/11/2011,TRC,SHSSTART,peeps,400,FALSE,U,U,unknown,,
53,5/11/2011,TRC,TIRE,peeps,50,FALSE,U,U,unknown,,
66,5/11/2011,TRC,TRILOG,peeps,20,FALSE,U,U,unknown,,
62,5/11/2011,TRC,OJ,RTHA,1,FALSE,U,A,flying,,
63,5/11/2011,TRC,BOTTLEBUOY,SAND,1,FALSE,U,U,unknown,,
59,5/11/2011,TRC,BUOYFARM,SAND,1,FALSE,U,U,unknown,,
63,5/11/2011,TRC,BOTTLEBUOY,SEPL,1,FALSE,U,U,unknown,,
62,5/11/2011,TRC,OJ,SEPL,1,FALSE,U,U,unknown,,
47,5/11/2011,TRC,SCAFFOLDING,SEPL,3,FALSE,U,U,unknown,,
65,5/11/2011,TRC,BOTTLELOG,WHIM,20,FALSE,U,U,unknown,,
38,5/11/2011,TRC,MINOPEN,WHIM,70,FALSE,U,U,unknown,,
126,5/20/2011,TRC,TREX,KILL,1,FALSE,U,U,unknown,,
92,5/20/2011,JKM,MINOPEN,NOHA,1,FALSE,F,U,unknown,,
129,5/20/2011,TRC,TEETER,peeps,60,FALSE,U,U,unknown,,
131,5/20/2011,TRC,ELEPHGRAVE,SAND,5,FALSE,U,U,unknown,,
205,6/3/2011,TRC,KNOT,gull,3,FALSE,U,U,unknown,,
235,6/10/2011,TRC,ALLIGATOR,gull,15,FALSE,U,U,unknown,,
237,6/10/2011,TRC,ANCHOR,gull,40,FALSE,U,U,unknown,,
249,6/10/2011,TRC,BOB,gull,15,FALSE,U,U,unknown,,
240,6/10/2011,TRC,BOINGI,gull,1,FALSE,U,U,unknown,,
257,6/10/2011,TRC,BOTTLEBUOY,gull,10,FALSE,U,U,unknown,,
259,6/10/2011,TRC,BOTTLELOG,gull,5,FALSE,U,U,unknown,,
253,6/10/2011,TRC,BUOYFARM,gull,10,FALSE,U,U,unknown,,
245,6/10/2011,TRC,CLUB,gull,5,FALSE,U,U,unknown,,
246,6/10/2011,TRC,HOOF,gull,10,FALSE,U,U,unknown,,
233,6/10/2011,TRC,MINBORDER,gull,7,FALSE,U,U,unknown,,
255,6/10/2011,TRC,MINIDUMP,gull,5,FALSE,U,U,unknown,,
232,6/10/2011,TRC,MINOPEN,gull,25,FALSE,U,U,unknown,,
258,6/10/2011,TRC,MOLE,gull,30,FALSE,U,U,unknown,,
239,6/10/2011,TRC,NEEDLE,gull,26,FALSE,U,U,unknown,,
256,6/10/2011,TRC,OJ,gull,10,FALSE,U,U,unknown,,
244,6/10/2011,TRC,PILLOW,gull,5,FALSE,U,U,unknown,,
242,6/10/2011,TRC,PIXIE,gull,35,FALSE,U,U,unknown,,
252,6/10/2011,TRC,RAINBOWSPIN,gull,15,FALSE,U,U,unknown,,
250,6/10/2011,TRC,ROLLINGROCK,gull,25,FALSE,U,U,unknown,,
254,6/10/2011,TRC,RUPAUL,gull,3,FALSE,U,U,unknown,,
241,6/10/2011,TRC,SCAFFOLDING,gull,45,FALSE,U,U,unknown,,
243,6/10/2011,TRC,SEADRAGON,gull,20,FALSE,U,U,unknown,,
238,6/10/2011,TRC,SHCREEK,gull,20,FALSE,U,U,unknown,,
251,6/10/2011,TRC,SHSSTART,gull,30,FALSE,U,U,unknown,,
248,6/10/2011,TRC,THIRSTY,gull,20,FALSE,U,U,unknown,,
247,6/10/2011,TRC,TIRE,gull,40,FALSE,U,U,unknown,,
260,6/10/2011,TRC,TRILOG,gull,1,FALSE,U,U,unknown,,
234,6/10/2011,TRC,TUVU,gull,5,FALSE,U,U,unknown,,
239,6/10/2011,TRC,NEEDLE,NOHA,1,FALSE,U,J,unknown,,
235,6/10/2011,TRC,ALLIGATOR,WHIM,5,FALSE,U,U,unknown,,
237,6/10/2011,TRC,ANCHOR,WHIM,5,FALSE,U,U,unknown,,
245,6/10/2011,TRC,CLUB,WHIM,5,FALSE,U,U,unknown,,
246,6/10/2011,TRC,HOOF,WHIM,30,FALSE,U,U,unknown,,
239,6/10/2011,TRC,NEEDLE,WHIM,8,FALSE,U,U,unknown,,
241,6/10/2011,TRC,SCAFFOLDING,WHIM,4,FALSE,U,U,unknown,,
243,6/10/2011,TRC,SEADRAGON,WHIM,30,FALSE,U,U,unknown,,
238,6/10/2011,TRC,SHCREEK,WHIM,6,FALSE,U,U,unknown,,
248,6/10/2011,TRC,THIRSTY,WHIM,4,FALSE,U,U,unknown,,
247,6/10/2011,TRC,TIRE,WHIM,5,FALSE,U,U,unknown,,
1125,6/12/2011,JKM,BOAT,gull,14,FALSE,U,U,unknown,,
1130,6/12/2011,JKM,SHSEND,gull,5,FALSE,U,U,unknown,,
1104,6/15/2011,RBB,AMPHITHEATRE,gull,1,FALSE,U,U,unknown,,
1108,6/15/2011,RBB,DISC,gull,15,FALSE,U,U,unknown,,
1106,6/15/2011,RBB,ICELAVA,gull,1,FALSE,U,U,unknown,,
1107,6/15/2011,RBB,ICELAVA,gull,3,FALSE,U,U,unknown,,
1078,6/15/2011,RBB,NSURFOPEN,gull,30,FALSE,U,U,unknown,,
1080,6/15/2011,RBB,SSURFCLOSED,gull,1,FALSE,U,U,unknown,,
1092,6/15/2011,RBB,STUMP,gull,1,FALSE,U,U,unknown,,
1072,6/15/2011,RBB,TIP,gull,10,FALSE,U,U,unknown,,
1061,6/15/2011,RBB,CANON,WEGU,5,FALSE,U,U,unknown,,
1057,6/15/2011,RBB,WALL OPEN,WEGU,13,FALSE,U,U,unknown,,
1058,6/15/2011,RBB,WALLBORDER,WEGU,2,FALSE,U,U,unknown,,
271,6/17/2011,TRC,BOINGI,BRPE,5,FALSE,U,U,unknown,,
264,6/17/2011,TRC,MINBORDER,CAGU,2,FALSE,U,U,unknown,,
280,6/17/2011,TRC,BOB,gull,10,FALSE,U,U,unknown,,
271,6/17/2011,TRC,BOINGI,gull,100,FALSE,U,U,unknown,,
288,6/17/2011,TRC,BOTTLEBUOY,gull,2,FALSE,U,U,unknown,,
290,6/17/2011,TRC,BOTTLELOG,gull,20,FALSE,U,U,unknown,,
284,6/17/2011,TRC,BUOYFARM,gull,8,FALSE,U,U,unknown,,
286,6/17/2011,TRC,MINIDUMP,gull,30,FALSE,U,U,unknown,,
263,6/17/2011,TRC,MINOPEN,gull,100,TRUE,U,U,unknown,,
289,6/17/2011,TRC,MOLE,gull,25,FALSE,U,U,unknown,,
287,6/17/2011,TRC,OJ,gull,4,FALSE,U,U,unknown,,
275,6/17/2011,TRC,PILLOW,gull,10,FALSE,U,U,unknown,,
283,6/17/2011,TRC,RAINBOWSPIN,gull,6,FALSE,U,U,unknown,,
281,6/17/2011,TRC,ROLLINGROCK,gull,10,FALSE,U,U,unknown,,
285,6/17/2011,TRC,RUPAUL,gull,4,FALSE,U,U,unknown,,
282,6/17/2011,TRC,SHSSTART,gull,20,FALSE,U,U,unknown,,
279,6/17/2011,TRC,THIRSTY,gull,35,FALSE,U,U,unknown,,
278,6/17/2011,TRC,TIRE,gull,40,FALSE,U,U,unknown,,
291,6/17/2011,TRC,TRILOG,gull,1,FALSE,U,U,unknown,,
274,6/17/2011,TRC,SEADRAGON,LOSH,1,FALSE,U,U,unknown,,
274,6/17/2011,TRC,SEADRAGON,PEFA,1,FALSE,U,U,unknown,,
276,6/17/2011,TRC,CLUB,RBGU,3,FALSE,U,U,unknown,,
277,6/17/2011,TRC,HOOF,RBGU,1,FALSE,U,U,unknown,,
264,6/17/2011,TRC,MINBORDER,WEGU,2,FALSE,U,U,unknown,,
273,6/17/2011,TRC,PIXIE,WEGU,60,FALSE,U,U,unknown,,
656,6/22/2011,RBB,TIP,BRPE,10,FALSE,U,U,unknown,,
295,6/22/2011,TRC,ALLIGATOR,CORA,0,FALSE,U,U,tracks,,
297,6/22/2011,TRC,ANCHOR,CORA,0,FALSE,U,U,tracks,,
296,6/22/2011,TRC,CHEST,CORA,0,FALSE,U,U,tracks,,
293,6/22/2011,TRC,MINBORDER,CORA,0,FALSE,U,U,tracks,,
294,6/22/2011,TRC,TUVU,CORA,0,FALSE,U,U,tracks,,
1148,6/22/2011,JKM,BOAT,gull,150,FALSE,U,U,unknown,,
1149,6/22/2011,JKM,NARROWS,gull,6,FALSE,U,U,unknown,,
1138,6/22/2011,JKM,TEETER,gull,50,FALSE,U,U,unknown,,
693,6/22/2011,RBB,ENDCOVE,gull,12,FALSE,U,U,unknown,,
656,6/22/2011,RBB,TIP,gull,190,FALSE,U,U,unknown,,
295,6/22/2011,TRC,ALLIGATOR,gull,20,FALSE,U,U,unknown,,
297,6/22/2011,TRC,ANCHOR,gull,30,FALSE,U,U,unknown,,
300,6/22/2011,TRC,BOINGI,gull,10,FALSE,U,U,unknown,,
319,6/22/2011,TRC,BOTTLELOG,gull,4,FALSE,U,U,unknown,,
296,6/22/2011,TRC,CHEST,gull,10,FALSE,U,U,unknown,,
305,6/22/2011,TRC,CLUB,gull,1,FALSE,U,U,unknown,,
306,6/22/2011,TRC,HOOF,gull,1,FALSE,U,U,unknown,,
293,6/22/2011,TRC,MINBORDER,gull,3,FALSE,U,U,unknown,,
292,6/22/2011,TRC,MINOPEN,gull,12,FALSE,U,U,unknown,,
318,6/22/2011,TRC,MOLE,gull,1,FALSE,U,U,unknown,,
299,6/22/2011,TRC,NEEDLE,gull,25,FALSE,U,U,unknown,,
302,6/22/2011,TRC,PIXIE,gull,5,FALSE,U,U,unknown,,
298,6/22/2011,TRC,SHCREEK,gull,15,FALSE,U,U,unknown,,
325,6/22/2011,TRC,TOMBSTONE,gull,100,FALSE,U,U,unknown,,
294,6/22/2011,TRC,TUVU,gull,10,FALSE,U,U,unknown,,
295,6/22/2011,TRC,ALLIGATOR,HEEG,80,FALSE,U,U,unknown,,
296,6/22/2011,TRC,CHEST,LBCU,4,FALSE,U,U,unknown,,
641,6/22/2011,RBB,WALL OPEN,WEGU,10,FALSE,U,U,unknown,,
292,6/22/2011,TRC,MINOPEN,WHIM,30,FALSE,U,U,unknown,,
713,6/29/2011,TRC,BOJUM,gull,2,FALSE,U,U,unknown,,
714,6/29/2011,TRC,BUOY,gull,30,FALSE,U,U,unknown,,
698,6/29/2011,TRC,CANON,gull,1,FALSE,U,U,unknown,,
701,6/29/2011,TRC,LEG,gull,1,FALSE,U,U,unknown,,
708,6/29/2011,TRC,TIKI,gull,60,FALSE,U,U,unknown,,
694,6/29/2011,TRC,WALL OPEN,gull,5,FALSE,U,U,unknown,,
695,6/29/2011,TRC,WALLBORDER,gull,3,FALSE,U,U,unknown,,
339,7/1/2011,TRC,CLUB,GHOW,0,FALSE,U,U,tracks,,
1168,7/1/2011,JKM,BOAT,gull,30,FALSE,U,U,unknown,,
1157,7/1/2011,JKM,DEADBUG,gull,30,FALSE,U,U,unknown,,
1164,7/1/2011,JKM,PICKUPSTIX,gull,25,FALSE,U,U,unknown,,
1161,7/1/2011,JKM,STIX,gull,30,FALSE,U,U,unknown,,
1165,7/1/2011,JKM,WISHBONE,gull,15,FALSE,U,U,unknown,,
329,7/1/2011,TRC,ALLIGATOR,gull,6,FALSE,U,U,unknown,,
343,7/1/2011,TRC,BOB,gull,5,FALSE,U,U,unknown,,
334,7/1/2011,TRC,BOINGI,gull,16,TRUE,U,U,unknown,,
351,7/1/2011,TRC,BOTTLEBUOY,gull,5,FALSE,U,U,unknown,,
353,7/1/2011,TRC,BOTTLELOG,gull,5,FALSE,U,U,unknown,,
347,7/1/2011,TRC,BUOYFARM,gull,4,FALSE,U,U,unknown,,
339,7/1/2011,TRC,CLUB,gull,10,FALSE,U,U,unknown,,
340,7/1/2011,TRC,HOOF,gull,3,FALSE,U,U,unknown,,
357,7/1/2011,TRC,L13BUOY,gull,30,FALSE,U,U,unknown,,
327,7/1/2011,TRC,MINBORDER,gull,3,FALSE,U,U,unknown,,
349,7/1/2011,TRC,MINIDUMP,gull,3,FALSE,U,U,unknown,,
326,7/1/2011,TRC,MINOPEN,gull,5,FALSE,U,U,unknown,,
352,7/1/2011,TRC,MOLE,gull,8,FALSE,U,U,unknown,,
350,7/1/2011,TRC,OJ,gull,5,FALSE,U,U,unknown,,
336,7/1/2011,TRC,PIXIE,gull,14,FALSE,U,U,unknown,,
346,7/1/2011,TRC,RAINBOWSPIN,gull,5,FALSE,U,U,unknown,,
344,7/1/2011,TRC,ROLLINGROCK,gull,6,FALSE,U,U,unknown,,
348,7/1/2011,TRC,RUPAUL,gull,5,FALSE,U,U,unknown,,
335,7/1/2011,TRC,SCAFFOLDING,gull,4,FALSE,U,U,unknown,,
345,7/1/2011,TRC,SHSSTART,gull,6,FALSE,U,U,unknown,,
342,7/1/2011,TRC,THIRSTY,gull,4,FALSE,U,U,unknown,,
341,7/1/2011,TRC,TIRE,gull,14,FALSE,U,U,unknown,,
354,7/1/2011,TRC,TRILOG,gull,3,FALSE,U,U,unknown,,
328,7/1/2011,TRC,TUVU,gull,20,FALSE,U,U,unknown,,
331,7/1/2011,TRC,ANCHOR,HEEG,12,FALSE,U,U,unknown,,
351,7/1/2011,TRC,BOTTLEBUOY,HEEG,24,FALSE,U,U,unknown,,
353,7/1/2011,TRC,BOTTLELOG,HEEG,20,FALSE,U,U,unknown,,
347,7/1/2011,TRC,BUOYFARM,HEEG,16,FALSE,U,U,unknown,,
330,7/1/2011,TRC,CHEST,HEEG,6,FALSE,U,U,unknown,,
357,7/1/2011,TRC,L13BUOY,HEEG,120,FALSE,U,U,unknown,,
349,7/1/2011,TRC,MINIDUMP,HEEG,12,FALSE,U,U,unknown,,
326,7/1/2011,TRC,MINOPEN,HEEG,20,FALSE,U,U,unknown,,
352,7/1/2011,TRC,MOLE,HEEG,32,FALSE,U,U,unknown,,
333,7/1/2011,TRC,NEEDLE,HEEG,1,FALSE,U,U,unknown,,
336,7/1/2011,TRC,PIXIE,HEEG,56,FALSE,U,U,unknown,,
346,7/1/2011,TRC,RAINBOWSPIN,HEEG,20,FALSE,U,U,unknown,,
344,7/1/2011,TRC,ROLLINGROCK,HEEG,24,FALSE,U,U,unknown,,
348,7/1/2011,TRC,RUPAUL,HEEG,20,FALSE,U,U,unknown,,
335,7/1/2011,TRC,SCAFFOLDING,HEEG,14,FALSE,U,U,unknown,,
355,7/1/2011,TRC,SHSEND,HEEG,1,FALSE,U,U,unknown,,
345,7/1/2011,TRC,SHSSTART,HEEG,24,FALSE,U,U,unknown,,
342,7/1/2011,TRC,THIRSTY,HEEG,16,FALSE,U,U,unknown,,
341,7/1/2011,TRC,TIRE,HEEG,56,FALSE,U,U,unknown,,
354,7/1/2011,TRC,TRILOG,HEEG,12,FALSE,U,U,unknown,,
328,7/1/2011,TRC,TUVU,HEEG,80,FALSE,U,U,unknown,,
329,7/1/2011,TRC,ALLIGATOR,NOHA,1,FALSE,F,U,unknown,,
328,7/1/2011,TRC,TUVU,NOHA,2,FALSE,U,U,unknown,,
356,7/1/2011,TRC,ARROWHEAD,RBGU,1,FALSE,U,U,unknown,,
351,7/1/2011,TRC,BOTTLEBUOY,RBGU,1,FALSE,U,U,unknown,,
337,7/1/2011,TRC,SEADRAGON,RBGU,1,FALSE,U,U,unknown,,
339,7/1/2011,TRC,CLUB,RTHA,3,FALSE,U,U,unknown,,
333,7/1/2011,TRC,NEEDLE,RTHA,1,FALSE,U,U,unknown,,
330,7/1/2011,TRC,CHEST,WHIM,1,FALSE,U,U,unknown,,
383,7/8/2011,TRC,MINIDUMP,BNOW,0,FALSE,U,U,tracks,,
384,7/8/2011,TRC,OJ,BNOW,0,FALSE,U,U,tracks,,
361,7/8/2011,TRC,MINBORDER,BRPE,4,FALSE,U,U,unknown,,
1189,7/8/2011,JKM,BOAT,gull,150,FALSE,U,U,unknown,,
1190,7/8/2011,JKM,NARROWS,gull,35,FALSE,U,U,unknown,,
772,7/8/2011,RBB,PAINT,gull,30,FALSE,U,U,unknown,,
795,7/8/2011,RBB,UTAH,gull,6,TRUE,U,U,unknown,,
363,7/8/2011,TRC,ALLIGATOR,gull,2,FALSE,U,U,unknown,,
365,7/8/2011,TRC,ANCHOR,gull,2,FALSE,U,U,unknown,,
368,7/8/2011,TRC,BOINGI,gull,5,FALSE,U,U,unknown,,
385,7/8/2011,TRC,BOTTLEBUOY,gull,6,TRUE,U,U,unknown,,
387,7/8/2011,TRC,BOTTLELOG,gull,7,FALSE,U,U,unknown,,
381,7/8/2011,TRC,BUOYFARM,gull,3,FALSE,U,U,unknown,,
373,7/8/2011,TRC,CLUB,gull,6,FALSE,U,U,unknown,,
374,7/8/2011,TRC,HOOF,gull,35,FALSE,U,U,unknown,,
361,7/8/2011,TRC,MINBORDER,gull,40,FALSE,U,U,unknown,,
383,7/8/2011,TRC,MINIDUMP,gull,6,FALSE,U,U,unknown,,
360,7/8/2011,TRC,MINOPEN,gull,20,FALSE,U,U,unknown,,
386,7/8/2011,TRC,MOLE,gull,8,FALSE,U,U,unknown,,
367,7/8/2011,TRC,NEEDLE,gull,4,FALSE,U,U,unknown,,
392,7/8/2011,TRC,NICEPERCH,gull,40,FALSE,U,U,unknown,,
372,7/8/2011,TRC,PILLOW,gull,1,FALSE,U,U,unknown,,
380,7/8/2011,TRC,RAINBOWSPIN,gull,10,FALSE,U,U,unknown,,
382,7/8/2011,TRC,RUPAUL,gull,2,FALSE,U,U,unknown,,
369,7/8/2011,TRC,SCAFFOLDING,gull,8,FALSE,U,U,unknown,,
371,7/8/2011,TRC,SEADRAGON,gull,6,FALSE,U,U,unknown,,
366,7/8/2011,TRC,SHCREEK,gull,10,FALSE,U,U,unknown,,
389,7/8/2011,TRC,SHSEND,gull,8,FALSE,U,U,unknown,,
379,7/8/2011,TRC,SHSSTART,gull,8,FALSE,U,U,unknown,,
393,7/8/2011,TRC,TOMBSTONE,gull,2,FALSE,U,U,unknown,,
388,7/8/2011,TRC,TRILOG,gull,6,FALSE,U,U,unknown,,
362,7/8/2011,TRC,TUVU,gull,3,FALSE,U,U,unknown,,
789,7/8/2011,RBB,4303BUOY,HEEG,12,FALSE,U,U,unknown,,
787,7/8/2011,RBB,CAMP,HEEG,4,FALSE,U,U,unknown,,
778,7/8/2011,RBB,DRIFTWOOD,HEEG,12,FALSE,U,U,unknown,,
777,7/8/2011,RBB,DROOP,HEEG,30,FALSE,U,U,unknown,,
785,7/8/2011,RBB,ELEPHANTSEAL,HEEG,100,FALSE,U,U,unknown,,
799,7/8/2011,RBB,ENDCOVE,HEEG,30,FALSE,U,U,unknown,,
796,7/8/2011,RBB,ICELAVA,HEEG,20,FALSE,U,U,unknown,,
788,7/8/2011,RBB,OBVIOUSLOG,HEEG,10,FALSE,U,U,unknown,,
786,7/8/2011,RBB,WITCH,HEEG,3,FALSE,U,U,unknown,,
363,7/8/2011,TRC,ALLIGATOR,HEEG,10,FALSE,U,U,unknown,,
365,7/8/2011,TRC,ANCHOR,HEEG,8,FALSE,U,U,unknown,,
368,7/8/2011,TRC,BOINGI,HEEG,20,FALSE,U,U,unknown,,
387,7/8/2011,TRC,BOTTLELOG,HEEG,28,FALSE,U,U,unknown,,
381,7/8/2011,TRC,BUOYFARM,HEEG,12,FALSE,U,U,unknown,,
364,7/8/2011,TRC,CHEST,HEEG,2,FALSE,U,U,unknown,,
373,7/8/2011,TRC,CLUB,HEEG,24,FALSE,U,U,unknown,,
391,7/8/2011,TRC,L13BUOY,HEEG,3,FALSE,U,U,unknown,,
361,7/8/2011,TRC,MINBORDER,HEEG,160,FALSE,U,U,unknown,,
383,7/8/2011,TRC,MINIDUMP,HEEG,24,FALSE,U,U,unknown,,
360,7/8/2011,TRC,MINOPEN,HEEG,80,FALSE,U,U,unknown,,
386,7/8/2011,TRC,MOLE,HEEG,32,FALSE,U,U,unknown,,
367,7/8/2011,TRC,NEEDLE,HEEG,16,FALSE,U,U,unknown,,
392,7/8/2011,TRC,NICEPERCH,HEEG,160,FALSE,U,U,unknown,,
372,7/8/2011,TRC,PILLOW,HEEG,4,FALSE,U,U,unknown,,
380,7/8/2011,TRC,RAINBOWSPIN,HEEG,40,FALSE,U,U,unknown,,
382,7/8/2011,TRC,RUPAUL,HEEG,8,FALSE,U,U,unknown,,
369,7/8/2011,TRC,SCAFFOLDING,HEEG,52,FALSE,U,U,unknown,,
371,7/8/2011,TRC,SEADRAGON,HEEG,24,FALSE,U,U,unknown,,
366,7/8/2011,TRC,SHCREEK,HEEG,40,FALSE,U,U,unknown,,
389,7/8/2011,TRC,SHSEND,HEEG,32,FALSE,U,U,unknown,,
379,7/8/2011,TRC,SHSSTART,HEEG,32,FALSE,U,U,unknown,,
375,7/8/2011,TRC,TIRE,HEEG,1,FALSE,U,U,unknown,,
393,7/8/2011,TRC,TOMBSTONE,HEEG,4,FALSE,U,U,unknown,,
388,7/8/2011,TRC,TRILOG,HEEG,24,FALSE,U,U,unknown,,
362,7/8/2011,TRC,TUVU,HEEG,12,FALSE,U,U,unknown,,
370,7/8/2011,TRC,PIXIE,MALL,5,FALSE,U,U,unknown,,
393,7/8/2011,TRC,TOMBSTONE,NOHA,1,FALSE,F,U,unknown,,
390,7/8/2011,TRC,ARROWHEAD,RBGU,12,FALSE,U,U,unknown,,
375,7/8/2011,TRC,TIRE,RBGU,1,FALSE,U,U,unknown,,
787,7/8/2011,RBB,CAMP,WEGU,2,FALSE,U,U,unknown,,
798,7/8/2011,RBB,DISC,WEGU,3,FALSE,U,U,unknown,,
791,7/8/2011,RBB,FINGER,WEGU,1,FALSE,U,U,unknown,,
792,7/8/2011,RBB,GRANDCANYON,WEGU,12,FALSE,U,U,unknown,,
788,7/8/2011,RBB,OBVIOUSLOG,WEGU,2,FALSE,U,U,unknown,,
790,7/8/2011,RBB,ROCKBLUE,WEGU,2,FALSE,U,U,unknown,,
827,7/14/2011,RBB,4303BUOY,HEEG,24,FALSE,U,U,unknown,,
837,7/14/2011,RBB,ENDCOVE,HEEG,60,FALSE,U,U,unknown,,
1210,7/15/2011,JKM,COBBLE,gull,90,FALSE,U,U,unknown,,
1197,7/15/2011,JKM,DEADBUG,gull,30,FALSE,U,U,unknown,,
1216,7/15/2011,JKM,L13BUOY,gull,150,FALSE,U,U,unknown,,
1217,7/15/2011,JKM,NICEPERCH,gull,150,FALSE,U,U,unknown,,
1214,7/15/2011,JKM,SHSEND,gull,170,FALSE,U,U,unknown,,
1216,7/15/2011,JKM,L13BUOY,OSPR,1,FALSE,U,U,unknown,,
408,7/22/2011,TRC,HOOF,BNOW,0,FALSE,U,U,tracks,,
415,7/22/2011,TRC,BUOYFARM,BRPE,1,FALSE,U,U,unknown,,
1219,7/22/2011,JKM,TREX,CAGU,1,FALSE,U,U,unknown,,
852,7/22/2011,RBB,TIKI,CAGU,5,FALSE,U,U,unknown,,
399,7/22/2011,TRC,ANCHOR,GBHE,1,FALSE,U,U,unknown,,
1232,7/22/2011,JKM,BOAT,gull,5,FALSE,U,U,unknown,,
1220,7/22/2011,JKM,GEEK,gull,20,FALSE,U,U,unknown,,
1233,7/22/2011,JKM,NARROWS,gull,60,FALSE,U,U,unknown,,
1241,7/22/2011,JKM,NICEPERCH,gull,30,FALSE,U,U,unknown,,
1238,7/22/2011,JKM,SHSEND,gull,100,FALSE,U,U,unknown,,
1225,7/22/2011,JKM,STIX,gull,5,FALSE,U,U,unknown,,
1219,7/22/2011,JKM,TREX,gull,16,FALSE,U,U,unknown,,
397,7/22/2011,TRC,ALLIGATOR,gull,12,FALSE,U,U,unknown,,
399,7/22/2011,TRC,ANCHOR,gull,8,FALSE,U,U,unknown,,
411,7/22/2011,TRC,BOB,gull,8,FALSE,U,U,unknown,,
402,7/22/2011,TRC,BOINGI,gull,15,FALSE,U,U,unknown,,
419,7/22/2011,TRC,BOTTLEBUOY,gull,3,FALSE,U,U,unknown,,
421,7/22/2011,TRC,BOTTLELOG,gull,6,FALSE,U,U,unknown,,
415,7/22/2011,TRC,BUOYFARM,gull,6,FALSE,U,U,unknown,,
398,7/22/2011,TRC,CHEST,gull,9,FALSE,U,U,unknown,,
407,7/22/2011,TRC,CLUB,gull,2,FALSE,U,U,unknown,,
408,7/22/2011,TRC,HOOF,gull,8,FALSE,U,U,unknown,,
395,7/22/2011,TRC,MINBORDER,gull,30,FALSE,U,U,unknown,,
417,7/22/2011,TRC,MINIDUMP,gull,5,FALSE,U,U,unknown,,
394,7/22/2011,TRC,MINOPEN,gull,11,FALSE,U,U,unknown,,
420,7/22/2011,TRC,MOLE,gull,8,FALSE,U,U,unknown,,
401,7/22/2011,TRC,NEEDLE,gull,4,FALSE,U,U,unknown,,
418,7/22/2011,TRC,OJ,gull,5,FALSE,U,U,unknown,,
406,7/22/2011,TRC,PILLOW,gull,3,FALSE,U,U,unknown,,
404,7/22/2011,TRC,PIXIE,gull,3,FALSE,U,U,unknown,,
414,7/22/2011,TRC,RAINBOWSPIN,gull,3,FALSE,U,U,unknown,,
412,7/22/2011,TRC,ROLLINGROCK,gull,4,FALSE,U,U,unknown,,
416,7/22/2011,TRC,RUPAUL,gull,4,FALSE,U,U,unknown,,
403,7/22/2011,TRC,SCAFFOLDING,gull,6,FALSE,U,U,unknown,,
405,7/22/2011,TRC,SEADRAGON,gull,9,FALSE,U,U,unknown,,
400,7/22/2011,TRC,SHCREEK,gull,2,FALSE,U,U,unknown,,
413,7/22/2011,TRC,SHSSTART,gull,7,FALSE,U,U,unknown,,
410,7/22/2011,TRC,THIRSTY,gull,10,FALSE,U,U,unknown,,
422,7/22/2011,TRC,TRILOG,gull,8,FALSE,U,U,unknown,,
396,7/22/2011,TRC,TUVU,gull,24,FALSE,U,U,unknown,,
883,7/22/2011,RBB,GRANDCANYON,HEEG,20,FALSE,U,U,unknown,,
879,7/22/2011,RBB,OBVIOUSLOG,HEEG,12,FALSE,U,U,unknown,,
853,7/22/2011,RBB,TIP,HEEG,80,TRUE,U,U,unknown,,
397,7/22/2011,TRC,ALLIGATOR,HEEG,48,FALSE,U,U,unknown,,
399,7/22/2011,TRC,ANCHOR,HEEG,32,FALSE,U,U,unknown,,
