Survey Date,Monitor Initials,Transect Block,Species,SpeciesName,SpeciesType,Count,Mixed Flock,Sex,Age,Behavior,Notes,Proofed
13-Aug-15,ELR,BOWL,AMAV,American Avocet,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
1-Aug-16,ELR,BOWL,AMAV,American Avocet,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,TIKI,AMAV,American Avocet,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,BOWL,AMAV,American Avocet,Shorebird,6,FALSE,Unk,Unk,Unk,,TRUE
5-Sep-18,LAH,BEACH FUZZ,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-13,RBB,BORDER TRAIL,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Forage,,TRUE
19-Sep-17,LAH,BORDER TRAIL,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Flying,,TRUE
24-Aug-18,JKM,BUOY,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
23-Mar-18,JKM,CANON,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Flying,,TRUE
9-Jul-15,ELR,CHEST,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
3-Mar-16,JLH,CIGAR,AMKE,American Kestrel,Raptor,1,FALSE,F,Adult,Perch,,TRUE
5-May-15,LAH,COBBLE,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
13-Sep-17,LAH,COBBLE,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Perch,,TRUE
16-Aug-18,ELR,ENDCOVE,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
2-May-18,JKM,FORK,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
3-Aug-16,ELR,JUGHEAD,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
17-Dec-15,ELR,NSURFOPEN,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,JKM,NSURFOPEN,amke,American Kestrel,Raptor,1,FALSE,,,,,FALSE
22-Jun-18,JKM,NSURFOPEN,AMKE,American Kestrel,Raptor,1,FALSE,F,Adult,Unk,,FALSE
13-Feb-14,RBB,PEBBLE,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
20-Jan-16,JKM,PILE,AMKE,American Kestrel,Raptor,1,FALSE,M,Unk,Perch,,TRUE
16-Feb-16,LAH,PILE,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Perch,,TRUE
22-Jun-18,JKM,PILE,AMKE,American Kestrel,Raptor,1,FALSE,M,Adult,Unk,,FALSE
5-Jul-18,JKM,POCKET2,AMKE,American Kestrel,Raptor,1,FALSE,M,Adult,Unk,,TRUE
5-May-15,LAH,PURISIMACOL,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Forage,,TRUE
19-Apr-16,JKM,PURISIMACOL,AMKE,American Kestrel,Raptor,1,FALSE,M,Adult,Flying,,TRUE
10-Sep-18,JKM,RUPAUL,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
17-Oct-18,ELR,SHSEND,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,FALSE
19-Sep-18,ELR,SQUID,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,TRUE
16-Feb-16,LAH,TOTEM,AMKE,American Kestrel,Raptor,1,FALSE,F,Adult,Flying,,TRUE
13-Nov-13,JKM,WISHBONE,AMKE,American Kestrel,Raptor,1,FALSE,Unk,Unk,Unk,,FALSE
5-Sep-18,LAH,KNOT,AMKE,American Kestrel,Raptor,2,FALSE,Unk,Unk,Unk,,TRUE
28-Aug-18,LAH,NARROWS,AMKE,American Kestrel,Raptor,2,FALSE,,Adult,Flying,Pair flushed from E veg fly SSE,TRUE
24-Aug-18,JKM,SIGN,AMKE,American Kestrel,Raptor,2,FALSE,Unk,Unk,Unk,,TRUE
23-Jun-16,JKM,DEADBUG,BASA,Baird's Sandpiper,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Sep-15,JKM,GRANDCANYON,BASA,Baird's Sandpiper,Shorebird,1,FALSE,Unk,Unk,Unk,Baird's Sandpiper,TRUE
30-Jul-18,ELR,TRILOG,BASA,Baird's Sandpiper,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
28-Sep-17,ELR,TRILOG,BASA,Baird's Sandpiper,Shorebird,2,FALSE,Unk,Unk,Unk,,TRUE
29-Nov-16,JLH,ALLIGATOR,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Adult,Forage,,TRUE
18-Dec-17,LAH,ALLIGATOR,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
28-Sep-17,ELR,ARROWHEAD,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
28-May-15,JKM,BEACH FUZZ,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
21-Oct-15,JKM,BEACH FUZZ,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,BEACH FUZZ,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,JKM,BEACH FUZZ,bbpl,Black-bellied Plover,Shorebird,1,FALSE,,,,,FALSE
15-May-15,JKM,BOAT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
31-Aug-15,ELR,BOAT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
14-Sep-15,ELR,BOAT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
3-Aug-16,JKM,BOAT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
17-Dec-15,LAH,BOB,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,LAH,BOB,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
17-Dec-15,LAH,BOINGI,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,LAH,BOINGI,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Apr-15,JKM,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
28-Apr-15,JKM,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
30-Mar-16,ELR,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
12-Apr-16,ELR,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Jan-18,JKM,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,JKM,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,,,,,FALSE
20-Feb-18,JKM,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,,,,,FALSE
8-Mar-18,JKM,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
5-Sep-18,ELR,BOJUM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Nov-15,LAH,BORDER TRAIL,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Aug-17,ELR,BORDER TRAIL,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
8-Mar-18,ELR,BORDER TRAIL,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
21-Oct-15,ELR,BOTTLEBUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
19-Apr-16,ELR,BOTTLEBUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
21-Oct-15,ELR,BOTTLELOG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,LAH,BOTTLELOG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
31-Jul-15,ELR,BOWL,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
3-Mar-16,JLH,BOWL,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Forage,,TRUE
28-Apr-15,JKM,BUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
3-Mar-16,JKM,BUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
12-Apr-16,ELR,BUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
12-Dec-13,JKM,BUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
1-Aug-16,ELR,BUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
7-Aug-17,LAH,BUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Mar-18,JKM,BUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Forage,,TRUE
5-Sep-18,ELR,BUOY,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
21-Oct-15,ELR,BUOYFARM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
17-Dec-15,LAH,BUOYFARM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,LAH,BUOYFARM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
10-Sep-18,JKM,BUOYFARM,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
28-May-15,JKM,CANON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
3-Mar-16,JLH,CANON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Forage,,TRUE
12-Dec-13,JKM,CANON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
6-Sep-16,JKM,CANON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,CANON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
8-Mar-18,JKM,CANON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
4-Apr-18,LAH,CANON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
16-Oct-18,ELR,CANON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
26-Sep-18,LAH,CHEST,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Mar-15,LAH,CIGAR,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
9-Mar-15,LAH,CIGAR,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Sep-15,JKM,CIGAR,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
21-Oct-15,ELR,CLUB,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
16-Mar-15,JKM,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Apr-15,LAH,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
14-May-15,LAH,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
14-Sep-15,ELR,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
17-Dec-15,JKM,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Jan-14,JKM,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
3-Aug-16,JKM,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
8-May-18,ELR,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
14-Sep-18,ELR,COBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Apr-15,LAH,DEADBUG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Mar-15,LAH,DISC,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Apr-18,LAH,DISC,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,DROOP,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,JKM,DROOP,bbpl,Black-bellied Plover,Shorebird,1,FALSE,,,,,FALSE
1-Aug-16,LAH,ELEPHANTSEAL,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
8-Mar-18,ELR,ELEPHANTSEAL,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Apr-15,LAH,ELEPHGRAVE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Mar-15,LAH,ENDCOVE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,ENDCOVE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-May-15,ELR,FORK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
12-Dec-13,JKM,FORK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-17,JKM,FORK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,FORK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,JKM,FORK,bbpl,Black-bellied Plover,Shorebird,1,FALSE,,,,,FALSE
4-Apr-18,LAH,FORK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
17-Aug-18,JKM,FORK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
16-Oct-18,ELR,FORK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
13-Apr-15,JKM,FORT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
6-Sep-16,LAH,FORT,BBPL,Black-bellied Plover,Shorebird,1,TRUE,Unk,Unk,Forage,,TRUE
20-Feb-18,JKM,FORT,bbpl,Black-bellied Plover,Shorebird,1,FALSE,,,,,FALSE
19-Sep-18,ELR,FORT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
21-Oct-15,LAH,GEEK,BBPL,Black-bellied Plover,Shorebird,1,TRUE,Unk,Unk,Forage,,TRUE
16-Aug-18,ELR,GRANDCANYON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
26-Mar-15,ELR,GROSS,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
21-Oct-15,ELR,HOOF,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,LAH,HOOF,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
6-Sep-16,ELR,ICELAVA,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,ICELAVA,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Sep-15,JKM,KNOT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
21-Oct-15,JKM,KNOT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-17,JKM,KNOT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,KNOT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
16-Oct-18,ELR,KNOT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
4-Jun-15,LAH,LEG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
27-Aug-15,JKM,LEG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
12-Dec-13,JKM,LEG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-17,JKM,LEG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
4-Apr-18,LAH,LEG,BBPL,Black-bellied Plover,Shorebird,1,TRUE,Unk,Unk,Unk,,TRUE
22-Jun-18,LAH,LEG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
5-Sep-18,LAH,LEG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Sep-15,JKM,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
21-Oct-15,JKM,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Nov-15,LAH,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
3-Mar-16,JLH,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Forage,,TRUE
23-Jan-14,RBB,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-17,JKM,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
4-Apr-18,LAH,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,TRUE,Unk,Unk,Unk,,TRUE
6-Jun-18,JKM,LOUNGE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
6-Sep-16,ELR,METEOR,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Nov-15,JKM,MINIDUMP,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-17,ELR,MINIDUMP,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
19-Apr-16,ELR,MOLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
26-Mar-15,ELR,NARROWS,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
19-May-15,JKM,NARROWS,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
31-Aug-15,ELR,NARROWS,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
19-Apr-16,JKM,NARROWS,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Aug-16,JKM,NARROWS,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,LAH,NEEDLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
3-May-16,LAH,NICEPERCH,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
26-Apr-18,ELR,NICEPERCH,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Mar-15,JKM,NSURFOPEN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
28-Apr-15,JKM,NSURFOPEN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
11-Jun-15,ELR,NSURFOPEN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Sep-15,JKM,NSURFOPEN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Nov-15,LAH,NSURFOPEN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
3-Mar-16,JKM,NSURFOPEN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-13,RBB,NSURFOPEN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,JKM,NSURFOPEN,bbpl,Black-bellied Plover,Shorebird,1,FALSE,,,,,FALSE
5-Sep-18,ELR,NSURFOPEN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Mar-15,LAH,OBVIOUSLOG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
5-May-15,JKM,OJ,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Oct-17,LAH,PAINT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-17,JKM,PAINT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,PAINT,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,JKM,PAINT,bbpl,Black-bellied Plover,Shorebird,1,FALSE,,,,,FALSE
12-Dec-13,JKM,PEBBLE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
14-Sep-15,ELR,PICKUPSTIX,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Apr-15,JKM,PILE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Sep-15,JKM,PILE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,JKM,PILE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
8-Mar-18,JKM,PILE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
16-Oct-18,ELR,PILE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
20-Nov-15,JKM,PILLOW,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-17,ELR,PILLOW,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,LAH,PILLOW,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
17-Dec-15,LAH,PIXIE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Jan-16,ELR,PIXIE,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
16-Mar-15,JKM,POCKET1,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
17-Dec-15,JKM,POCKET1,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
19-Apr-16,JKM,POCKET1,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
28-Sep-17,LAH,POCKET1,BBPL,Black-bellied Plover,Shorebird,1,TRUE,Unk,Unk,Unk,,TRUE
8-May-18,ELR,POCKET1,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
2-Jun-15,ELR,POCKET2,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Nov-15,ELR,POCKET2,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
19-Apr-16,JKM,POCKET2,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,ELR,POCKET2,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Apr-15,JKM,PTRASH,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Nov-15,LAH,PTRASH,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Oct-17,LAH,PTRASH,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Feb-18,LAH,RAINBOWSPIN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
20-Nov-15,JKM,ROLLINGROCK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
23-Jan-14,LAH,ROLLINGROCK,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
18-Dec-17,LAH,RUPAUL,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
17-Dec-15,LAH,SCAFFOLDING,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
10-Sep-18,JKM,SCAFFOLDING,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Nov-17,ELR,SEADRAGON,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
13-Sep-17,LAH,SHORTRIBS,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
19-Apr-16,ELR,SHSEND,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,FALSE
18-Mar-15,LAH,SIGN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
30-Mar-16,LAH,SIGN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Forage,,TRUE
12-Dec-13,JKM,SIGN,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
6-Sep-16,LAH,SIGN,BBPL,Black-bellied Plover,Shorebird,1,TRUE,Unk,Unk,Forage,,TRUE
20-Apr-15,LAH,SPLITLOG,BBPL,Black-bellied Plover,Shorebird,1,FALSE,Unk,Unk,Unk,,TRUE
